test_id,model,startTimestamp,endTimestamp,dataset,datasetSize,threads,graphElapsedTime,tsElapsedTime,elapsedTime,numMachines,storage,iteration,note,indexTime,tsStorage,gsStorage,tsCard,gsCard,Unnamed: 13
d7dc777d-5f54-42cd-b5ea-b87154f54d0f,PGAge,176838080.0,176838174.0,smartbench,Medium,1,159042.0,772071.0,94000.0,-1,-1.0,103.0,,,,,,,
5c30fbe1-d55a-4f74-aa10-c620c5e0a0ae,PGAge,176838184.0,176838282.0,smartbench,Medium,1,171688.0,808247.0,98000.0,-1,-1.0,104.0,,,,,,,
9eed834f-e61d-4556-a0ec-80f7f08ad034,PGAge,176838293.0,176838391.0,smartbench,Medium,1,164822.0,819741.0,98000.0,-1,-1.0,105.0,,,,,,,
9566442e-c9c9-4642-9496-87f5f2467dcf,PGAge,176838402.0,176838502.0,smartbench,Medium,1,170987.0,831878.0,100000.0,-1,-1.0,106.0,,,,,,,
79fac1a0-8497-467d-8992-68870a7be3cd,PGAge,176838514.0,176838613.0,smartbench,Medium,1,163779.0,821635.0,99000.0,-1,-1.0,107.0,,,,,,,
76efeb38-7db1-45f9-9064-8852bfafb32b,PGAge,176838624.0,176838732.0,smartbench,Medium,1,164299.0,909103.0,108000.0,-1,-1.0,108.0,,,,,,,
b883b236-bb2b-4be1-ac19-c74047d4d64b,PGAge,176838744.0,176838848.0,smartbench,Medium,1,159651.0,883786.0,104000.0,-1,-1.0,109.0,,,,,,,
44e988cf-c7be-4748-9f8e-1a0be77143c6,PGAge,176838860.0,176838968.0,smartbench,Medium,1,160531.0,924763.0,108000.0,-1,-1.0,110.0,,,,,,,
db3a0825-673e-41bf-9020-5b28945bdc7a,PGAge,176838981.0,176839085.0,smartbench,Medium,1,169758.0,868601.0,104000.0,-1,-1.0,111.0,,,,,,,
cf1dde93-7107-4654-ab66-685438f82a77,PGAge,1768926006.0,1768926863.0,smartbench,Medium,1,232552.0,623964.0,857000.0,-1,-1.0,0.0,,,,,,,
6de42ded-2a6c-4228-9dd8-dfda51424642,PGAge,1768919632.0,1768920432.0,smartbench,Medium,1,190629.0,609042.0,800000.0,-1,-1.0,0.0,,,,,,,
7c081fb3-a8f4-4e9e-a2b2-935390b2bcc8,PGAge,1768765543.0,1768875385.0,smartbench,Large,1,1829007.0,108013131.0,109842000.0,-1,-1.0,0.0,,,,,,,
fb6de4ac-15be-4cbc-840c-1b643ba3dd67,PGAge,1768987180.0,1768987344.0,smartbench,Small,1,78017.0,85091.0,164000.0,-1,-1.0,,,,,,,,
68332c08-1ad2-43ef-85c3-c9df7bf7a3fd,PGAge,1768987366.0,1768987523.0,smartbench,Small,1,77150.0,80562.0,157000.0,-1,-1.0,,,,,,,,
4b9f5449-088d-4f1f-9b2c-b7ce4f4e9f9f,PGAge,1768987552.0,1768987724.0,smartbench,Small,1,80726.0,91564.0,172000.0,-1,-1.0,,,,,,,,
92524928-8d98-486b-b801-048a9e1cb8f1,PGAge,1768987752.0,1768987919.0,smartbench,Small,1,80348.0,87150.0,167000.0,-1,-1.0,,,,,,,,
06561bf9-eb9d-4b70-9e8f-28d72aac0e8d,PGAge,1768987947.0,1768988100.0,smartbench,Small,1,75301.0,77543.0,153000.0,-1,-1.0,,,,,,,,
6091b726-0318-4086-9dd3-44ec38a7e058,PGAge,1768988131.0,1768988296.0,smartbench,Small,1,80805.0,84848.0,165000.0,-1,-1.0,,,,,,,,
ab0c3c99-c9d3-4cd7-8406-1b2d1b280029,PGAge,1768988328.0,1768988495.0,smartbench,Small,1,82594.0,84886.0,167000.0,-1,-1.0,,,,,,,,
27263ec2-413a-42e5-90a2-f896c448fe46,PGAge,1768988526.0,1768988693.0,smartbench,Small,1,82902.0,84837.0,167000.0,-1,-1.0,,,,,,,,
48d4878d-68ef-46a7-9998-dfeccfcaafad,PGAge,1768988720.0,1768988867.0,smartbench,Small,1,71822.0,74799.0,147000.0,-1,-1.0,,,,,,,,
f3947ed6-a847-4922-aead-c038ca1e6e2b,PGAge,1768988891.0,1768989035.0,smartbench,Small,1,68693.0,75255.0,144000.0,-1,-1.0,,,,,,,,
d2a8848e-d3b9-488c-8b87-be433e107c93,PGAge,1768989057.0,1768989200.0,smartbench,Small,1,73287.0,69852.0,143000.0,-1,-1.0,,,,,,,,
02b8bdda-ae7e-4a4b-a644-95fc0fa68a4f,PGAge,1768989226.0,1768989398.0,smartbench,Small,1,83057.0,89029.0,172000.0,-1,-1.0,,,,,,,,
24523caf-a402-4ec6-beba-3e6b56b2f402,PGAge,1768989429.0,1768989598.0,smartbench,Small,1,81175.0,87976.0,169000.0,-1,-1.0,,,,,,,,
d109165f-22ba-47e0-a3a7-28dd1b7cd71f,PGAge,1768989629.0,1768989790.0,smartbench,Small,1,82170.0,78001.0,161000.0,-1,-1.0,,,,,,,,
8597310a-03a2-4d2f-a964-a427fcb257f9,PGAge,1768989814.0,1768989980.0,smartbench,Small,1,78820.0,87037.0,166000.0,-1,-1.0,,,,,,,,
91b0753c-bef6-4fe1-9ba2-59e849efb39c,PGAge,1768990008.0,1768990181.0,smartbench,Small,1,85375.0,87807.0,173000.0,-1,-1.0,,,,,,,,
9c040b15-aa14-4f56-8c58-112614ec25d4,PGAge,1768990212.0,1768990378.0,smartbench,Small,1,78867.0,87306.0,166000.0,-1,-1.0,,,,,,,,
91533f94-9e00-402a-85cf-74284e6b03b8,PGAge,1768990409.0,1768990578.0,smartbench,Small,1,81673.0,87612.0,169000.0,-1,-1.0,,,,,,,,
1cb68eac-aaed-4177-9839-169bf3e40d7c,PGAge,1768990607.0,1768990775.0,smartbench,Small,1,79727.0,88859.0,168000.0,-1,-1.0,,,,,,,,
9c45691f-03e3-4727-92cf-01564e070f8c,PGAge,1768990804.0,1768990972.0,smartbench,Small,1,80450.0,87932.0,168000.0,-1,-1.0,,,,,,,,
b46c45be-4365-4cbe-a1e2-01ba2de1f39b,PGAge,1768926962.0,1769038372.0,smartbench,Large,1,1849343.0,109561015.0,111410000.0,-1,-1.0,0.0,,,,,,,
d488d08f-bb4d-4022-9e62-012cf4686afe,PGAge,1769002733.0,1769139471.0,smartbench,Large,1,2534631.0,134203546.0,136738000.0,-1,-1.0,0.0,,,,,,,
91533f94-9e00-402a-85cf-74284e6b03b8,PGAge,1000000.0,2000000.0,mimic-iv,Small,1,,,1000000000.0,-1,-1.0,0.0,,,,,,,
1cb68eac-aaed-4177-9839-169bf3e40d7c,PGAge,1000000.0,2000000.0,mimic-iv,Medium,1,,,1000000000.0,-1,-1.0,0.0,,,,,,,
9c45691f-03e3-4727-92cf-01564e070f8c,PGAge,1000000.0,2000000.0,mimic-iv,Large,1,,,1000000000.0,-1,-1.0,0.0,,,,,,,
